address,career_objective,skills,educational_institution_name,degree_names,passing_years,educational_results,result_types,major_field_of_studies,professional_company_names,company_urls,start_dates,end_dates,related_skils_in_job,positions,locations,responsibilities,extra_curricular_activity_types,extra_curricular_organization_names,extra_curricular_organization_links,role_positions,languages,proficiency_levels,certification_providers,certification_skills,online_links,issue_dates,expiry_dates,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities1,skills_required,matched_score,skills_text
,I am a software developer currently working on Machine Learning Projects. The domain of analytics and Machine Learning has amassed a greater interest for me and I want to explore and learn about the core concepts used in production. I am looking to switch to a fulltime role that will help me explore more about this.,"['Statistical Modeling', 'Natural Language Processing', 'Text Mining', 'Python', 'PySpark', 'Microsoft Azure', 'Azure Databricks', 'Azure Data Factory', 'SQL', 'Machine Learning Engineer', 'Data Analyst']",['PRM College of Engineering'],['B.Tech'],['2019'],[None],[None],['Information Technology'],['Desarks'],[None],['Nov 2019'],['Ongoing'],"[['Natural Language Processing', 'Fraud Analytics', 'Network Analysis', 'Graphic Visualization']]",['Software Developer (Machine Learning)'],['N/A'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",['Workshop'],['Software Lifecycle'],[None],[None],,,,,,,,Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance",0.45,"Azure Data Factory, Azure Databricks, Data Analyst, Machine Learning Engineer, Microsoft Azure, Natural Language Processing, PySpark, Python, SQL, Statistical Modeling, Text Mining."
,I am actively seeking opportunity as Data Analyst or Machine Learning Engineer. My goal is to discover new business strategies and create an impact through data driven analytical decisions and leading the business to success.,"['Python', 'SQL', 'MySQL', 'Tableau', 'Power Bi', 'Pandas', 'Numpy', 'Matplotlib', 'Excel', 'Machine Learning', 'AWS(EMR,EC2,S3)', 'Cloud', 'Hive(HQL)', 'Excel']",['VIT-AP University'],['B. Tech'],['2020'],['N/A'],['N/A'],['ECE'],['Experts Hub'],[None],['May 2019'],['N/A'],[['Object Recognition']],['Intern'],['N/A'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","['Masters Course', 'Course']","['Deep Learning', 'Machine Learning']","[None, None]","['Student', 'Student']",,,,,,,,Site Engineer,Bachelor of Science (BSc) in Civil Engineering,1 to 2 years,Age 25 to 30 years,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","AutoCAD
Communication and negotiation skills
Internet
MS Office",0.45,"AWS(EMR,EC2,S3), Cloud, Excel, Excel, Hive(HQL), Machine Learning, Matplotlib, MySQL, Numpy, Pandas, Power Bi, Python, SQL, Tableau."
,Currently seeking opportunities as an Analyst as well as Machine Learning Engineer.,"['Data science', 'Deep learning', 'Neural networks', 'Artificial intelligence', 'Machine learning', 'Regression Analysis', 'Data structures', 'Embedded C', 'Microcontroller', 'Arduino', 'Network Management']","['Cummins College of Engineering, Pune']",['B.Tech'],['2018'],['N/A'],['N/A'],['N/A'],['Tata Sons'],['N/A'],['Mar 2018'],['Aug 2020'],"[['Data science', 'Deep learning', 'Neural networks', 'Artificial intelligence', 'Machine learning', 'Regression Analysis', 'Data structures', 'Embedded C', 'Microcontroller', 'Arduino', 'Network Management']]",['Analyst'],['N/A'],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",['Award'],['L&T'],['N/A'],"['Junior Engineer Award L&T, Best Solution Provided L&T']",,,,,,,,Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.716666667,"Arduino, Artificial intelligence, Data science, Data structures, Deep learning, Embedded C, Machine learning, Microcontroller, Network Management, Neural networks, Regression Analysis."
,,"['Agile coach', 'Product owner', 'Team lead', 'Scrum master', 'Web application development', 'UI design', 'Relational database design', 'ASP', 'C#', 'VB.NET', 'SOAP', 'REST', 'JQuery', 'Bootstrap', 'CSS', 'HTML5', 'MSSQL', 'MYSQL', 'DTS', 'SSIS', 'SSRS', 'IIS 5', 'IIS 6', 'Agile', 'Scrum', 'Kanban', 'Objective C', 'PHP', 'Perl']","['Milwaukee Area Technical College', 'MRA']","['Associate of Science', 'Principles of Management']","['2015', '2011']","['N/A', 'N/A']","['N/A', 'N/A']","['Software Engineering', 'N/A']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['Mar 2011', 'Nov 2008', 'Nov 2006', 'Dec 2005']","['Current', 'Apr 2011', 'Dec 2008', 'Dec 2006']","[['Agile', 'Scrum', 'Technical architecture', 'Mentoring'], ['Web development', 'Agile principles', 'Mentoring'], ['Web development'], ['Maintenance', 'Tier 2 support']]","['Engineering Team Lead', 'Software Engineer', 'Web Developer', 'Jr. Software Engineer']","['City , State', 'City , State', 'City , State', 'City , State']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,,,,,,,,,,,Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,At least 5 year(s),,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,0.85,"ASP, Agile, Agile coach, Bootstrap, C#, CSS, DTS, HTML5, IIS 5, IIS 6, JQuery, Kanban, MSSQL, MYSQL, Objective C, PHP, Perl, Product owner, REST, Relational database design, SOAP, SSIS, SSRS, Scrum, Scrum master, Team lead, UI design, VB.NET, Web application development."
,Seasoned business development professional seeking leadership position with increasing responsibility and room to contribute to company success.,"['Key decision making', 'Marketing', 'Verbal and written communication', 'Strategic planning', 'Excellent at Networking', 'Relationship building and management', 'Conflict resolution', 'Goals and performance', 'New business development', 'Territory management', 'Account management and development', 'Product and service sales', 'Team leadership']","['Institute of Professional Excellence in Coaching', 'UNIVERSITY OF TULSA']","['Certified Professional Coach', 'Bachelor of Science']","['2010', '1991']","[None, None]","[None, None]","['Coaching', 'Business Administration, Marketing']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None, None]","['03/2014', '06/2003', '01/2002', '01/2001', '01/1995', '01/1991']","['10/2019', '11/2013', '01/2003', '01/2002', '01/2000', '01/1995']","[['SWOT analysis', 'Strategic planning', 'Sales', 'Marketing'], ['Leadership', 'Sales', 'Account management'], ['Sales', 'Software', 'Management'], ['Sales', 'Marketing'], ['Sales', 'Account management'], ['Procurement', 'Program management']]","['Business Development Manager', 'Regional Sales Manager', 'Senior Account Manager', 'Senior Account Manager', 'Senior Account Manager', 'Senior Buyer / Program Manager']","['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,,,,,,['Institute of Professional Excellence in Coaching'],[None],[None],['2010'],[None],Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.85,"Account management and development, Conflict resolution, Excellent at Networking, Goals and performance, Key decision making, Marketing, New business development, Product and service sales, Relationship building and management, Strategic planning, Team leadership, Territory management, Verbal and written communication."
"Address, City, Province, Country",,"['Python', 'C', 'Java', 'PostGreSQL', 'PL/pgSQL', 'SQLite', 'Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Git', 'Visual Studio', 'Valgrind', 'Linux', 'Unix', 'Windows', 'MatLab', 'R', 'Javascript', 'HTML', 'WebGL', 'OpenGL']",['University of Victoria'],['Bachelor of Science'],['N/A'],['3.98'],['GPA'],['Computer Science'],['Department of Mathematics and Statistics'],['N/A'],['September 20XX'],['April 20XX'],"[['time management', 'written communication', 'accuracy']]",['Teaching Assistant'],"['City, Province']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,,,,,,,,,,,Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,At least 5 year(s),,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,0.816666667,"C, Git, HTML, Java, Javascript, Linux, MatLab, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, OpenGL, PL/pgSQL, PostGreSQL, Python, R, SQLite, Unix, Valgrind, Visual Studio, WebGL, Windows."
,,"['Visual Basic', 'SQL', 'C', 'C++', 'Java', 'Windows NT', 'Windows 2000', 'Windows XP', 'Windows Vista', 'Linux', 'Unix', 'SQL Server', 'Microsoft (MS) Access', 'Oracle', 'JCL', 'DB2', 'MS Visio', 'MS Excel', 'MS FrontPage', 'MS Word']",['Southeastern Louisiana University (SLU)'],['Bachelor of Science'],[None],['3.84'],['GPA'],['Computer Science'],"['SLU Computer Science Department', 'Financial Network Services, Pty Ltd.']","[None, None]","['August 2020', 'June 2019']","['Present', 'August 2019']","[['Web Development', 'Content Creation'], ['Unix Administration', 'Team Leadership']]","['Blog Writer', 'Unix Administrator Assistant']","['Hammond, LA', 'Sydney, Australia']","Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","['Club Membership', 'Sports']","['Women in Technology', 'Intramural Soccer']","[None, None]","['Member', 'Participant']",,,,,,,,Site Engineer,Bachelor of Science (BSc) in Civil Engineering,1 to 2 years,Age 25 to 30 years,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","AutoCAD
Communication and negotiation skills
Internet
MS Office",0.57,"C, C++, DB2, JCL, Java, Linux, MS Excel, MS FrontPage, MS Visio, MS Word, Microsoft (MS) Access, Oracle, SQL, SQL Server, Unix, Visual Basic, Windows 2000, Windows NT, Windows Vista, Windows XP."
,"Seeking Roles In Machine Learning, Natural Language Processing, Deep Learning. Previously worked as a Data Processing intern. Having good knowledge in using Python Libraries and different data processing tools.","['Machine Learning', 'Natural Language Processing', 'Deep Learning', 'Business Analysis', 'Python', 'Numpy', 'Pandas', 'Scikit Learn', 'Tensorflow', 'Keras', 'PySpark']",['Sl Thala Model college'],['B.Tech'],['2020'],['N/A'],['N/A'],['N/A'],['SaiKo Computation'],[None],['May 2019'],['August 2019'],[['Data Processing']],['Data Processing Junior Intern'],['N/A'],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",['Course'],['ML Artistry'],[None],['Participant'],,,,,,,,Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.65,"Business Analysis, Deep Learning, Keras, Machine Learning, Natural Language Processing, Numpy, Pandas, PySpark, Python, Scikit Learn, Tensorflow."
"Department of Computer Science, University of British Columbia, 2366 Main Mall, Vancouver, BC, V6T 1Z4, Canada",,[],"['University of British Columbia', 'Darmstadt University of Technology', 'Darmstadt University of Technology', 'Darmstadt University of Technology']","['PhD in Computer Science', 'Hauptdiplom (equivalent to MSc) in Computer Science', 'Vordiplom (comparable to BSc) in Commercial Information Technology', 'Vordiplom (comparable to BSc) in Computer Science']","['2009', '2004', '2001', '2000']","['N/A', 'Ranking: 1st of 82 students', 'Ranking: 2nd of 100 students', 'Ranking: 2nd of 296 students']","['N/A', 'N/A', 'N/A', 'N/A']","['Computer Science', 'Computer Science', 'Information Technology', 'Computer Science']","['University of British Columbia', 'University of British Columbia', 'Microsoft Research Cambridge, UK', 'NASA Ames Research Center, Mountain View, CA, USA', 'NASA Ames Research Center, Mountain View, CA, USA']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['Since September 2009', '2004', 'June 2005', 'July 2003', 'June 2002']","['N/A', '2009', 'August 2005', 'September 2003', 'August 2002']","[None, None, None, None, None]","['Postdoctoral Research Fellow', 'Research Assistant', 'Summer Research Intern', 'Summer Research Intern', 'Summer Research Intern']","['Vancouver, BC, Canada', 'Vancouver, BC, Canada', 'Cambridge, UK', 'Mountain View, CA, USA', 'Mountain View, CA, USA']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",,,,,,,,,,,,Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.716666667,.
,"To design, develop and manage products in the field of consumer electronics devices, networking protocols, internet applications and connected devices. Vision to create personalized experiences based on machine learning.","['Lead Development', 'build teams', 'mentor', 'interface with customers and vendors', 'architect end to end', 'Develop products in consumer electronics', 'digital TV', 'industrial automation', 'control systems', 'C', 'C++', 'JAVA', 'JVM', 'Embedded Linux', 'LXC', 'Device Drivers', 'Socs', 'RTOS - OS9', 'VXWorks', 'DVB', 'MPEG', 'H.264', 'HLS', 'MP4', 'JSON', 'REST', 'SOAP', 'XML', 'SNMP', 'TR069', 'Microcontrollers', 'hardware', 'Matlab', 'Octave', 'Mathematical modeling', 'Integrating content protection systems', 'Agile Methodologies', 'Scrum', 'SDLC', 'project planning and management', 'leadership']","['Indian Institute of Technology', 'Devi Ahilya University', 'Coursera - Stanford']","['M.Tech', 'B.E', 'Course']","['1988', '87', '2016']","['N/A', 'N/A', 'N/A']","['N/A', 'N/A', 'N/A']","['Control Systems', 'Electrical Engineering', 'Machine learning']","['Company Name', 'Company Name', 'Company Name']","[None, None, None]","['November 2010', 'January 2004', 'April 2000']","['May 2016', 'November 2010', 'January 2004']","[['platform software development', 'middleware solution', 'JSON APIs'], ['consumer electronics', 'BD-J stack', 'OCAP middleware', 'embedded systems'], ['interactive TV', 'set-top boxes', 'Java based TVGuide', 'IPGateway']]","['Engineering Manager', 'Engineering Manager, Architect', 'Senior Software Engineer']","['City , State', 'City , State', 'City , State']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",,,,,,,,,,,,Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,At least 1 year,Age 25 to 40 years,"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",0.85,"Agile Methodologies, C, C++, DVB, Develop products in consumer electronics, Device Drivers, Embedded Linux, H.264, HLS, Integrating content protection systems, JAVA, JSON, JVM, LXC, Lead Development, MP4, MPEG, Mathematical modeling, Matlab, Microcontrollers, Octave, REST, RTOS - OS9, SDLC, SNMP, SOAP, Scrum, Socs, TR069, VXWorks, XML, architect end to end, build teams, control systems, digital TV, hardware, industrial automation, interface with customers and vendors, leadership, mentor, project planning and management."
